Protein,ProteinDescription,ProteinGene,EV13_SAXN_12mz_10 Sum NormalizedArea,EV14_SAXN_12mz_17 Sum NormalizedArea,EV15_SAXN_12mz_31 Sum NormalizedArea,Total04_HydN_12mz_42 Sum NormalizedArea,Total05_HydN_12mz_38 Sum NormalizedArea,Total06_HydN_12mz_40 Sum NormalizedArea
sp|Q6ULP2|AFTIN_HUMAN,Aftiphilin OS=Homo sapiens OX=9606 GN=AFTPH PE=1 SV=3,AFTPH,1125470.39,997663.65,743832.62,306211.58,91250.41,0.00
sp|Q6PHR2|ULK3_HUMAN,Serine/threonine-protein kinase ULK3 OS=Homo sapiens OX=9606 GN=ULK3 PE=1 SV=2,ULK3,7315866.99,5561973.28,3574465.91,503859.44,90945.03,1919223.00
sp|Q6NYC8|PPR18_HUMAN,Phostensin OS=Homo sapiens OX=9606 GN=PPP1R18 PE=1 SV=1,PPP1R18,1995488.72,1655186.47,832244.73,139188.01,90927.43,142853.61
sp|P19875|CXCL2_HUMAN / sp|P19876|CXCL3_HUMAN,"C-X-C motif chemokine 2 OS=Homo sapiens OX=9606 GN=CXCL2 PE=1 SV=1
C-X-C motif chemokine 3 OS=Homo sapiens OX=9606 GN=CXCL3 PE=1 SV=1",CXCL2 / CXCL3,2383248.53,2427148.28,1507187.00,75872.34,90700.60,10215.97
sp|Q9Y6H1|CHCH2_HUMAN / sp|Q5T1J5|CHCH9_HUMAN,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 2 OS=Homo sapiens OX=9606 GN=CHCHD2 PE=1 SV=1
Putative coiled-coil-helix-coiled-coil-helix domain-containing protein CHCHD2P9, mitochondrial OS=Homo sapiens OX=9606 GN=CHCHD2P9 PE=5 SV=1",CHCHD2 / CHCHD2P9,6044981.88,5604602.58,4694002.12,47034.78,90243.83,89044.48
sp|Q92530|PSMF1_HUMAN,Proteasome inhibitor PI31 subunit OS=Homo sapiens OX=9606 GN=PSMF1 PE=1 SV=2,PSMF1,10457620.24,7202117.65,3739388.13,1388947.27,89461.32,708202.10
sp|Q5T2E6|ARMD3_HUMAN,Armadillo-like helical domain-containing protein 3 OS=Homo sapiens OX=9606 GN=ARMH3 PE=1 SV=1,ARMH3,165119.13,362903.25,115283.65,6371.61,89183.65,60230.33
sp|Q6P3S1|DEN1B_HUMAN / sp|Q8IV53|DEN1C_HUMAN,"DENN domain-containing protein 1B OS=Homo sapiens OX=9606 GN=DENND1B PE=1 SV=2
DENN domain-containing protein 1C OS=Homo sapiens OX=9606 GN=DENND1C PE=1 SV=1",DENND1B / DENND1C,2192157.56,3519457.16,2367606.70,91276.80,89116.76,207054.62
sp|P42330|AK1C3_HUMAN / sp|Q04828|AK1C1_HUMAN / sp|P52895|AK1C2_HUMAN,"Aldo-keto reductase family 1 member C3 OS=Homo sapiens OX=9606 GN=AKR1C3 PE=1 SV=4
Aldo-keto reductase family 1 member C1 OS=Homo sapiens OX=9606 GN=AKR1C1 PE=1 SV=1
Aldo-keto reductase family 1 member C2 OS=Homo sapiens OX=9606 GN=AKR1C2 PE=1 SV=3",AKR1C3 / AKR1C1 / AKR1C2,607756.63,1038655.70,1054753.49,325076.49,89092.79,184524.12
sp|Q9Y4K4|M4K5_HUMAN,Mitogen-activated protein kinase kinase kinase kinase 5 OS=Homo sapiens OX=9606 GN=MAP4K5 PE=1 SV=2,MAP4K5,1756442.10,1506510.82,1484940.01,782868.18,88141.07,189784.14
sp|Q17RW2|COOA1_HUMAN,Collagen alpha-1(XXIV) chain OS=Homo sapiens OX=9606 GN=COL24A1 PE=1 SV=2,COL24A1,3635246.53,4419479.44,3676220.44,6685.29,86992.74,0.00
sp|Q93099|HGD_HUMAN,"Homogentisate 1,2-dioxygenase OS=Homo sapiens OX=9606 GN=HGD PE=1 SV=2",HGD,6099472.93,5076974.16,4414516.18,130229.25,86128.22,137152.75
sp|B1AJZ9|FHAD1_HUMAN,Forkhead-associated domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FHAD1 PE=2 SV=2,FHAD1,2797351.53,2990484.93,2316262.77,0.00,85354.47,72686.45
sp|P12829|MYL4_HUMAN,Myosin light chain 4 OS=Homo sapiens OX=9606 GN=MYL4 PE=1 SV=3,MYL4,7972210.89,9100266.51,7943549.47,241380.14,85162.64,222114.84
sp|Q9BSF0|SMAKA_HUMAN,Small membrane A-kinase anchor protein OS=Homo sapiens OX=9606 GN=C2orf88 PE=1 SV=2,C2orf88,14547163.95,11198957.10,11420603.19,78188.26,83446.49,112410.03
sp|Q8TEA7|TBCK_HUMAN,TBC domain-containing protein kinase-like protein OS=Homo sapiens OX=9606 GN=TBCK PE=1 SV=4,TBCK,1292242.21,601795.37,638227.00,430521.01,82832.28,177926.70
sp|Q9NRZ7|PLCC_HUMAN,1-acyl-sn-glycerol-3-phosphate acyltransferase gamma OS=Homo sapiens OX=9606 GN=AGPAT3 PE=1 SV=1,AGPAT3,1041510.99,1847920.86,857326.78,146529.16,82726.35,211157.32
sp|P08887|IL6RA_HUMAN,Interleukin-6 receptor subunit alpha OS=Homo sapiens OX=9606 GN=IL6R PE=1 SV=1,IL6R,25803.93,48100.07,80935.80,47502.28,82449.52,70581.64
sp|O43493|TGON2_HUMAN,Trans-Golgi network integral membrane protein 2 OS=Homo sapiens OX=9606 GN=TGOLN2 PE=1 SV=4,TGOLN2,7649067.54,5266294.90,6168812.73,89947.20,81890.38,314747.88
sp|O14908|GIPC1_HUMAN,PDZ domain-containing protein GIPC1 OS=Homo sapiens OX=9606 GN=GIPC1 PE=1 SV=2,GIPC1,860882.67,991504.02,647692.51,1357410.98,80931.75,183641.71
sp|O75324|SNN_HUMAN,Stannin OS=Homo sapiens OX=9606 GN=SNN PE=1 SV=1,SNN,3143822.83,3957646.03,4188828.64,68663.58,80842.44,145979.30
sp|P84098|RL19_HUMAN,60S ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1,RPL19,558157.54,395463.18,638679.21,1438.94,79718.04,17697.14
sp|Q96MW5|COG8_HUMAN,Conserved oligomeric Golgi complex subunit 8 OS=Homo sapiens OX=9606 GN=COG8 PE=1 SV=2,COG8,0.00,1677708.57,1081598.58,0.00,79533.02,46265.43
sp|Q8NFU5|IPMK_HUMAN,Inositol polyphosphate multikinase OS=Homo sapiens OX=9606 GN=IPMK PE=1 SV=1,IPMK,4492339.83,4991030.61,5646423.85,350160.28,78557.60,124536.75
sp|P07204|TRBM_HUMAN,Thrombomodulin OS=Homo sapiens OX=9606 GN=THBD PE=1 SV=2,THBD,270280.49,174530.71,1365879.22,547318.29,78420.41,84837.02
sp|P55001|MFAP2_HUMAN,Microfibrillar-associated protein 2 OS=Homo sapiens OX=9606 GN=MFAP2 PE=1 SV=1,MFAP2,943244.27,469654.34,180061.33,0.00,78245.03,242557.26
sp|P52824|DGKQ_HUMAN,Diacylglycerol kinase theta OS=Homo sapiens OX=9606 GN=DGKQ PE=1 SV=2,DGKQ,650499.92,420301.90,350209.58,583470.89,78155.50,35738.42
sp|P57768|SNX16_HUMAN,Sorting nexin-16 OS=Homo sapiens OX=9606 GN=SNX16 PE=1 SV=2,SNX16,2754416.03,2967779.57,2950463.01,372731.94,77726.70,83532.77
sp|Q14667|K0100_HUMAN,Protein KIAA0100 OS=Homo sapiens OX=9606 GN=KIAA0100 PE=1 SV=3,KIAA0100,340843.51,651934.24,522830.88,50161.66,77574.60,27749.35
sp|P62841|RS15_HUMAN,40S ribosomal protein S15 OS=Homo sapiens OX=9606 GN=RPS15 PE=1 SV=2,RPS15,1331786.36,1360024.71,1110813.58,54917.63,77306.76,46505.42
sp|O75716|STK16_HUMAN,Serine/threonine-protein kinase 16 OS=Homo sapiens OX=9606 GN=STK16 PE=1 SV=4,STK16,5653379.33,1022229.10,3683901.09,88898.52,76941.75,153881.30
sp|O94964|SOGA1_HUMAN,Protein SOGA1 OS=Homo sapiens OX=9606 GN=SOGA1 PE=1 SV=2,SOGA1,1378207.94,1746769.94,1548283.31,17102.59,76425.56,19654.76
sp|Q9NWU2|GID8_HUMAN,Glucose-induced degradation protein 8 homolog OS=Homo sapiens OX=9606 GN=GID8 PE=1 SV=1,GID8,511881.81,445495.91,501936.63,39658.64,76296.20,59282.80
sp|O95867|LY66C_HUMAN,Lymphocyte antigen 6 complex locus protein G6c OS=Homo sapiens OX=9606 GN=LY6G6C PE=1 SV=1,LY6G6C,1208935.59,935582.12,185101.54,236571.07,76280.19,120753.94
sp|Q9BXW6|OSBL1_HUMAN,Oxysterol-binding protein-related protein 1 OS=Homo sapiens OX=9606 GN=OSBPL1A PE=1 SV=2,OSBPL1A,1829105.75,2242698.91,2359558.58,23097.60,76209.30,78694.47
sp|Q86V87|FHI2B_HUMAN,FHF complex subunit HOOK interacting protein 2B OS=Homo sapiens OX=9606 GN=FHIP2B PE=2 SV=2,FHIP2B,8772664.21,7152065.12,6421373.79,48002.45,75728.00,163936.24
sp|Q13445|TMED1_HUMAN,Transmembrane emp24 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=TMED1 PE=1 SV=1,TMED1,12760978.50,8900717.13,9153554.96,239439.83,74751.33,182319.90
sp|Q9H2W6|RM46_HUMAN,"39S ribosomal protein L46, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL46 PE=1 SV=1",MRPL46,958908.61,1478304.89,436782.20,94840.47,73657.34,297653.76
sp|Q12999|TSN31_HUMAN,Tetraspanin-31 OS=Homo sapiens OX=9606 GN=TSPAN31 PE=1 SV=1,TSPAN31,1392935.17,1576987.42,1337328.08,45914.59,73566.89,35789.85
sp|Q8N6L1|KTAP2_HUMAN,Keratinocyte-associated protein 2 OS=Homo sapiens OX=9606 GN=KRTCAP2 PE=1 SV=2,KRTCAP2,955220.88,222827.60,349633.89,0.00,73294.34,58011.79
sp|Q9NPC8|SIX2_HUMAN,Homeobox protein SIX2 OS=Homo sapiens OX=9606 GN=SIX2 PE=1 SV=1,SIX2,555854.30,492776.77,717492.59,192600.35,72178.96,212656.96
sp|Q96EL3|RM53_HUMAN,"39S ribosomal protein L53, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL53 PE=1 SV=1",MRPL53,166474.66,888540.66,438074.54,0.00,71685.04,0.00
sp|Q8TAD4|ZNT5_HUMAN,Zinc transporter 5 OS=Homo sapiens OX=9606 GN=SLC30A5 PE=1 SV=1,SLC30A5,879082.32,1094780.49,1163282.28,327701.57,70370.25,44582.47
sp|O15243|OBRG_HUMAN,Leptin receptor gene-related protein OS=Homo sapiens OX=9606 GN=LEPROT PE=1 SV=1,LEPROT,879939.81,812398.98,761002.85,9654.52,69735.84,18146.81
sp|Q96JM4|LRIQ1_HUMAN,Leucine-rich repeat and IQ domain-containing protein 1 OS=Homo sapiens OX=9606 GN=LRRIQ1 PE=2 SV=3,LRRIQ1,4827689.31,4182171.38,3541688.06,317196.45,69636.60,350567.08
sp|Q8NAA5|LR75A_HUMAN,Leucine-rich repeat-containing protein 75A OS=Homo sapiens OX=9606 GN=LRRC75A PE=2 SV=2,LRRC75A,2317864.40,2202173.34,1431960.05,0.00,69311.13,17694.91
sp|Q6UWP2|DHR11_HUMAN,Dehydrogenase/reductase SDR family member 11 OS=Homo sapiens OX=9606 GN=DHRS11 PE=1 SV=1,DHRS11,317317.35,359083.86,58172.15,49822.61,68773.42,21066.32
sp|Q9Y3D2|MSRB2_HUMAN,"Methionine-R-sulfoxide reductase B2, mitochondrial OS=Homo sapiens OX=9606 GN=MSRB2 PE=1 SV=2",MSRB2,2968521.76,1137350.60,885000.07,211113.98,68371.13,74092.62
sp|P49915|GUAA_HUMAN,GMP synthase [glutamine-hydrolyzing] OS=Homo sapiens OX=9606 GN=GMPS PE=1 SV=1,GMPS,542235.87,752760.78,319077.94,55390.40,66900.91,60030.45
sp|P46108|CRK_HUMAN,Adapter molecule crk OS=Homo sapiens OX=9606 GN=CRK PE=1 SV=2,CRK,5503806.09,5077698.13,5386649.90,18923.55,66207.80,223803.94
sp|Q6Q759|SPG17_HUMAN,Sperm-associated antigen 17 OS=Homo sapiens OX=9606 GN=SPAG17 PE=1 SV=1,SPAG17,648463.25,52636.57,159855.57,354.56,65153.92,25699.99
sp|P08912|ACM5_HUMAN,Muscarinic acetylcholine receptor M5 OS=Homo sapiens OX=9606 GN=CHRM5 PE=1 SV=2,CHRM5,648463.25,52636.57,159855.57,354.56,65153.92,25699.99
sp|Q9UKK3|PARP4_HUMAN,Protein mono-ADP-ribosyltransferase PARP4 OS=Homo sapiens OX=9606 GN=PARP4 PE=1 SV=3,PARP4,391030.21,1031513.05,1057151.91,23347.50,64407.85,48843.15
sp|Q9Y587|AP4S1_HUMAN,AP-4 complex subunit sigma-1 OS=Homo sapiens OX=9606 GN=AP4S1 PE=1 SV=1,AP4S1,7350903.14,7146306.91,7345409.78,221440.75,64274.71,617629.71
sp|Q9BPX7|CG025_HUMAN,UPF0415 protein C7orf25 OS=Homo sapiens OX=9606 GN=C7orf25 PE=1 SV=1,C7orf25,1897595.78,1368270.58,218149.88,79009.68,63888.40,187141.52
sp|Q9UBS8|RNF14_HUMAN,E3 ubiquitin-protein ligase RNF14 OS=Homo sapiens OX=9606 GN=RNF14 PE=1 SV=1,RNF14,256623.54,403898.31,350279.39,34196.15,63748.16,107719.05
sp|P08913|ADA2A_HUMAN,Alpha-2A adrenergic receptor OS=Homo sapiens OX=9606 GN=ADRA2A PE=1 SV=4,ADRA2A,2566823.17,1623982.28,1381635.52,7059.03,62196.61,94776.22
sp|P46783|RS10_HUMAN,40S ribosomal protein S10 OS=Homo sapiens OX=9606 GN=RPS10 PE=1 SV=1,RPS10,2458234.94,3306167.13,3175551.55,75931.58,61998.20,27274.84
sp|Q969K3|RNF34_HUMAN,E3 ubiquitin-protein ligase RNF34 OS=Homo sapiens OX=9606 GN=RNF34 PE=1 SV=1,RNF34,3252216.39,2172199.48,1858833.01,113847.59,61976.15,152532.18
sp|Q14197|ICT1_HUMAN,"Peptidyl-tRNA hydrolase ICT1, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL58 PE=1 SV=1",MRPL58,1315180.17,1490061.42,2267629.81,827372.78,61862.61,299670.42
sp|O95295|SNAPN_HUMAN,SNARE-associated protein Snapin OS=Homo sapiens OX=9606 GN=SNAPIN PE=1 SV=1,SNAPIN,4181821.48,6081828.67,6425065.46,250417.88,61762.98,305599.24
sp|Q16831|UPP1_HUMAN,Uridine phosphorylase 1 OS=Homo sapiens OX=9606 GN=UPP1 PE=1 SV=1,UPP1,865434.78,145704.07,671308.80,27921.43,61665.94,2518.88
sp|Q6P499|NPAL3_HUMAN,NIPA-like protein 3 OS=Homo sapiens OX=9606 GN=NIPAL3 PE=1 SV=1,NIPAL3,3051838.34,3385881.65,2797264.76,87935.38,60666.71,132922.62
sp|Q9H156|SLIK2_HUMAN,SLIT and NTRK-like protein 2 OS=Homo sapiens OX=9606 GN=SLITRK2 PE=1 SV=1,SLITRK2,513451.49,151782.64,159180.34,40978.67,60225.82,93816.54
sp|Q8IX07|FOG1_HUMAN,Zinc finger protein ZFPM1 OS=Homo sapiens OX=9606 GN=ZFPM1 PE=1 SV=2,ZFPM1,418639.96,314023.04,230208.24,27345.62,60070.40,40039.19
sp|Q9Y3D3|RT16_HUMAN,"28S ribosomal protein S16, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS16 PE=1 SV=1",MRPS16,2234674.74,734957.87,867058.29,758610.92,59984.60,268474.02
sp|Q9H078|CLPB_HUMAN,Caseinolytic peptidase B protein homolog OS=Homo sapiens OX=9606 GN=CLPB PE=1 SV=1,CLPB,299367.04,315665.50,907852.00,159089.28,59653.63,307117.76
sp|Q9H4I9|EMRE_HUMAN,"Essential MCU regulator, mitochondrial OS=Homo sapiens OX=9606 GN=SMDT1 PE=1 SV=1",SMDT1,5667591.37,4378205.52,5436265.43,4354.76,58822.55,33157.56
sp|Q969Q5|RAB24_HUMAN,Ras-related protein Rab-24 OS=Homo sapiens OX=9606 GN=RAB24 PE=1 SV=1,RAB24,3926218.59,2331212.14,2571427.73,296170.87,57622.60,333284.66
sp|Q6P9A2|GLT18_HUMAN,Polypeptide N-acetylgalactosaminyltransferase 18 OS=Homo sapiens OX=9606 GN=GALNT18 PE=1 SV=2,GALNT18,5511791.03,3788675.95,4046005.28,0.00,57112.35,33013.74
sp|P68106|FKB1B_HUMAN,Peptidyl-prolyl cis-trans isomerase FKBP1B OS=Homo sapiens OX=9606 GN=FKBP1B PE=1 SV=2,FKBP1B,1451308.07,1439335.45,1199802.74,364132.73,56360.87,633986.76
sp|O60524|NEMF_HUMAN,Ribosome quality control complex subunit NEMF OS=Homo sapiens OX=9606 GN=NEMF PE=1 SV=4,NEMF,1361467.15,1576323.13,1503581.32,46281.89,55339.84,149610.17
sp|Q8NCE2|MTMRE_HUMAN,Myotubularin-related protein 14 OS=Homo sapiens OX=9606 GN=MTMR14 PE=1 SV=2,MTMR14,8374836.53,6214788.21,6174152.71,1195054.23,55005.35,227296.56
sp|Q96SU4|OSBL9_HUMAN,Oxysterol-binding protein-related protein 9 OS=Homo sapiens OX=9606 GN=OSBPL9 PE=1 SV=2,OSBPL9,1291112.26,1648430.64,1715184.16,706494.72,53648.86,607.08
sp|Q96EX1|SIM12_HUMAN,Small integral membrane protein 12 OS=Homo sapiens OX=9606 GN=SMIM12 PE=1 SV=3,SMIM12,2573978.25,2041869.00,2576907.71,336210.80,53130.21,590092.55
sp|Q2TBE0|C19L2_HUMAN,CWF19-like protein 2 OS=Homo sapiens OX=9606 GN=CWF19L2 PE=1 SV=4,CWF19L2,16010965.06,17501733.38,13082788.82,18981.12,52569.63,91031.60
sp|Q9Y4H4|GPSM3_HUMAN,G-protein-signaling modulator 3 OS=Homo sapiens OX=9606 GN=GPSM3 PE=1 SV=1,GPSM3,5214207.54,3954489.75,3608044.71,124935.73,52145.26,28063.59
sp|Q86UY8|NT5D3_HUMAN,5'-nucleotidase domain-containing protein 3 OS=Homo sapiens OX=9606 GN=NT5DC3 PE=1 SV=1,NT5DC3,535211.61,354032.28,253032.07,100809.87,51758.38,223354.15
sp|Q9P2I0|CPSF2_HUMAN,Cleavage and polyadenylation specificity factor subunit 2 OS=Homo sapiens OX=9606 GN=CPSF2 PE=1 SV=2,CPSF2,2606470.05,1522127.29,1271735.85,16116.95,51556.62,126256.41
sp|P62266|RS23_HUMAN,40S ribosomal protein S23 OS=Homo sapiens OX=9606 GN=RPS23 PE=1 SV=3,RPS23,1273959.40,846263.17,1006476.01,0.00,51328.77,0.00
sp|Q9BT92|TCHP_HUMAN,Trichoplein keratin filament-binding protein OS=Homo sapiens OX=9606 GN=TCHP PE=1 SV=1,TCHP,8668.20,297043.80,493523.23,188303.61,50708.29,22723.75
sp|Q12824|SNF5_HUMAN,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 OS=Homo sapiens OX=9606 GN=SMARCB1 PE=1 SV=2,SMARCB1,3258181.43,3430961.95,3508469.56,7347.84,50468.19,11686.97
sp|Q86TU7|SETD3_HUMAN,Actin-histidine N-methyltransferase OS=Homo sapiens OX=9606 GN=SETD3 PE=1 SV=1,SETD3,869844.01,857614.12,446740.10,102058.05,50342.49,25557.60
sp|Q96JB2|COG3_HUMAN,Conserved oligomeric Golgi complex subunit 3 OS=Homo sapiens OX=9606 GN=COG3 PE=1 SV=3,COG3,3283032.29,3596327.88,2279403.10,1392094.61,50179.24,146018.12
sp|Q03167|TGBR3_HUMAN,Transforming growth factor beta receptor type 3 OS=Homo sapiens OX=9606 GN=TGFBR3 PE=1 SV=3,TGFBR3,302833.26,455766.15,406710.35,147107.53,49739.55,163741.40
sp|O94967|WDR47_HUMAN,WD repeat-containing protein 47 OS=Homo sapiens OX=9606 GN=WDR47 PE=1 SV=1,WDR47,209205.47,271079.82,124230.86,4198.81,48452.43,146856.12
sp|O95298|NDUC2_HUMAN / sp|E9PQ53|NDUCR_HUMAN,"NADH dehydrogenase [ubiquinone] 1 subunit C2 OS=Homo sapiens OX=9606 GN=NDUFC2 PE=1 SV=1
NADH dehydrogenase [ubiquinone] 1 subunit C2, isoform 2 OS=Homo sapiens OX=9606 GN=NDUFC2-KCTD14 PE=1 SV=1",NDUFC2 / NDUFC2-KCTD14,1994152.40,1832119.91,1408038.38,38564.29,47766.47,29192.91
sp|P19419|ELK1_HUMAN,ETS domain-containing protein Elk-1 OS=Homo sapiens OX=9606 GN=ELK1 PE=1 SV=2,ELK1,560855.85,801792.26,751805.23,13681.85,47654.28,25411.56
sp|Q9Y6B7|AP4B1_HUMAN,AP-4 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP4B1 PE=1 SV=2,AP4B1,1175823.30,874300.74,777731.84,45744.59,47633.30,33008.72
sp|Q8WW22|DNJA4_HUMAN,DnaJ homolog subfamily A member 4 OS=Homo sapiens OX=9606 GN=DNAJA4 PE=1 SV=1,DNAJA4,1817304.58,2124415.25,1258420.95,21379.40,47186.35,24524.88
sp|P35475|IDUA_HUMAN,Alpha-L-iduronidase OS=Homo sapiens OX=9606 GN=IDUA PE=1 SV=2,IDUA,1888133.28,1942034.92,1651543.87,359040.11,46960.35,0.00
sp|P46020|KPB1_HUMAN,"Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform OS=Homo sapiens OX=9606 GN=PHKA1 PE=1 SV=2",PHKA1,1118669.00,1577853.58,644414.20,145246.93,46867.81,181392.23
sp|O14530|TXND9_HUMAN,Thioredoxin domain-containing protein 9 OS=Homo sapiens OX=9606 GN=TXNDC9 PE=1 SV=2,TXNDC9,2461668.84,2156475.20,1773940.06,51530.29,46404.84,9668.91
sp|Q6P2P2|ANM9_HUMAN,Protein arginine N-methyltransferase 9 OS=Homo sapiens OX=9606 GN=PRMT9 PE=1 SV=1,PRMT9,776225.57,479044.04,288742.54,116264.10,45938.96,181359.51
sp|Q562F6|SGO2_HUMAN,Shugoshin 2 OS=Homo sapiens OX=9606 GN=SGO2 PE=1 SV=2,SGO2,5118885.41,3701865.39,3942407.66,265544.04,45882.11,117659.87
sp|Q96JF0|SIAT2_HUMAN,"Beta-galactoside alpha-2,6-sialyltransferase 2 OS=Homo sapiens OX=9606 GN=ST6GAL2 PE=1 SV=2",ST6GAL2,897794.40,884026.27,615039.36,610.06,45594.06,1362.06
sp|Q9NWZ8|GEMI8_HUMAN,Gem-associated protein 8 OS=Homo sapiens OX=9606 GN=GEMIN8 PE=1 SV=1,GEMIN8,746081.69,742922.75,904901.13,52149.73,45546.59,61227.78
sp|Q96F86|EDC3_HUMAN,Enhancer of mRNA-decapping protein 3 OS=Homo sapiens OX=9606 GN=EDC3 PE=1 SV=1,EDC3,464350.53,354099.47,252950.36,102152.49,45537.26,120077.83
sp|Q9H6U8|ALG9_HUMAN,"Alpha-1,2-mannosyltransferase ALG9 OS=Homo sapiens OX=9606 GN=ALG9 PE=1 SV=2",ALG9,1114222.71,1049030.20,994704.61,47217.55,45210.12,116146.58
sp|Q9UM00|TMCO1_HUMAN,Calcium load-activated calcium channel OS=Homo sapiens OX=9606 GN=TMCO1 PE=1 SV=2,TMCO1,9557503.75,6057664.59,5787066.98,236120.98,44973.59,650123.79
sp|Q9NX55|HYPK_HUMAN,Huntingtin-interacting protein K OS=Homo sapiens OX=9606 GN=HYPK PE=1 SV=3,HYPK,3546775.82,3401170.03,2374491.43,189365.18,44748.93,393726.91
sp|P30711|GSTT1_HUMAN,Glutathione S-transferase theta-1 OS=Homo sapiens OX=9606 GN=GSTT1 PE=1 SV=4,GSTT1,4155250.15,3182440.05,2281862.01,210139.22,44460.79,82100.98
sp|Q9NVS9|PNPO_HUMAN,Pyridoxine-5'-phosphate oxidase OS=Homo sapiens OX=9606 GN=PNPO PE=1 SV=1,PNPO,1119781.10,1606039.81,1157131.52,231078.87,44292.44,252826.96
sp|Q9Y2E5|MA2B2_HUMAN,Epididymis-specific alpha-mannosidase OS=Homo sapiens OX=9606 GN=MAN2B2 PE=1 SV=4,MAN2B2,301818.34,230559.35,93041.23,28995.65,44189.97,144562.28
sp|Q08431|MFGM_HUMAN,Lactadherin OS=Homo sapiens OX=9606 GN=MFGE8 PE=1 SV=3,MFGE8,80123.98,709171.05,1017171.23,29560.03,43361.41,811.38
sp|Q96I59|SYNM_HUMAN,"Probable asparagine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=NARS2 PE=1 SV=3",NARS2,764090.45,729924.79,660938.51,145454.77,42814.35,67064.96
sp|Q6ZXV5|TMTC3_HUMAN,Protein O-mannosyl-transferase TMTC3 OS=Homo sapiens OX=9606 GN=TMTC3 PE=1 SV=2,TMTC3,925387.14,1154458.48,1153291.33,60235.39,42738.28,91458.37
sp|Q9NQG6|MID51_HUMAN,Mitochondrial dynamics protein MID51 OS=Homo sapiens OX=9606 GN=MIEF1 PE=1 SV=1,MIEF1,4622557.39,4202098.01,2755201.99,193723.73,42538.61,94848.14
sp|Q9P015|RM15_HUMAN,"39S ribosomal protein L15, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL15 PE=1 SV=1",MRPL15,2748003.90,3684484.41,3936374.10,1613.30,42422.60,117024.12
sp|O75061|AUXI_HUMAN,Putative tyrosine-protein phosphatase auxilin OS=Homo sapiens OX=9606 GN=DNAJC6 PE=1 SV=3,DNAJC6,2802732.28,2544136.42,2811018.24,28867.69,42050.47,116931.87
sp|Q75N90|FBN3_HUMAN,Fibrillin-3 OS=Homo sapiens OX=9606 GN=FBN3 PE=2 SV=3,FBN3,4694615.95,3268553.10,2706496.28,57493.79,41791.24,313469.32
sp|Q86YN1|DOPP1_HUMAN,Dolichyldiphosphatase 1 OS=Homo sapiens OX=9606 GN=DOLPP1 PE=2 SV=1,DOLPP1,2976943.07,2254962.46,2021540.83,194703.11,41507.75,31609.07
sp|Q8IYB8|SUV3_HUMAN,"ATP-dependent RNA helicase SUPV3L1, mitochondrial OS=Homo sapiens OX=9606 GN=SUPV3L1 PE=1 SV=1",SUPV3L1,788128.60,655820.76,1114177.60,360960.13,41320.65,303956.09
sp|Q96Q06|PLIN4_HUMAN,Perilipin-4 OS=Homo sapiens OX=9606 GN=PLIN4 PE=1 SV=2,PLIN4,174190.53,78657.03,162307.86,67322.20,41266.35,86095.88
sp|Q8NFR9|I17RE_HUMAN,Interleukin-17 receptor E OS=Homo sapiens OX=9606 GN=IL17RE PE=1 SV=1,IL17RE,5616743.45,5459408.63,3688824.42,38152.57,40895.75,19356.72
sp|Q9BTU6|P4K2A_HUMAN,Phosphatidylinositol 4-kinase type 2-alpha OS=Homo sapiens OX=9606 GN=PI4K2A PE=1 SV=1,PI4K2A,3053752.00,1897207.37,1613088.78,6793.73,40071.00,63803.19
sp|P61247|RS3A_HUMAN,40S ribosomal protein S3a OS=Homo sapiens OX=9606 GN=RPS3A PE=1 SV=2,RPS3A,2553464.36,1889220.54,1458959.77,1735.56,39616.86,288462.12
sp|Q96EY7|PTCD3_HUMAN,"Pentatricopeptide repeat domain-containing protein 3, mitochondrial OS=Homo sapiens OX=9606 GN=PTCD3 PE=1 SV=3",PTCD3,546445.79,681779.72,434214.35,55880.43,39255.03,141296.03
sp|Q96CU9|FXRD1_HUMAN,FAD-dependent oxidoreductase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FOXRED1 PE=1 SV=2,FOXRED1,1535693.37,523977.84,677380.35,16639.68,38636.59,0.00
sp|Q96BI1|S22AI_HUMAN,Solute carrier family 22 member 18 OS=Homo sapiens OX=9606 GN=SLC22A18 PE=1 SV=3,SLC22A18,1847259.93,1693579.57,1796032.31,280358.40,38113.69,75097.07
