From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
SLCO3A1,Q9UIG8,reviewed,SO3A1_HUMAN,Solute carrier organic anion transporter family member 3A1 (OATP3A1) (Organic anion transporter polypeptide-related protein 3) (OATP-RP3) (OATPRP3) (Organic anion-transporting polypeptide D) (OATP-D) (PGE1 transporter) (Sodium-independent organic anion transporter D) (Solute carrier family 21 member 11),SLCO3A1 OATP3A1 OATPD SLC21A11,Homo sapiens (Human),710
SLCO4C1,Q6ZQN7,reviewed,SO4C1_HUMAN,Solute carrier organic anion transporter family member 4C1 (SLCO4C1) (OATP-H) (Organic anion transporter M1) (OATP-M1) (Organic anion transporting polypeptide 4C1) (OATP4C1) (Solute carrier family 21 member 20),SLCO4C1 OATP4C1 OATPX SLC21A20,Homo sapiens (Human),724
SLFN11,Q7Z7L1,reviewed,SLN11_HUMAN,Schlafen family member 11 (EC 3.1.-.-),SLFN11,Homo sapiens (Human),901
SLFN5,Q08AF3,reviewed,SLFN5_HUMAN,Schlafen family member 5,SLFN5,Homo sapiens (Human),891
SLFN5,Q6IEE8,reviewed,SN12L_HUMAN,Schlafen family member 12-like,SLFN12L SLFN5,Homo sapiens (Human),588
SLIT2,O94813,reviewed,SLIT2_HUMAN,Slit homolog 2 protein (Slit-2) [Cleaved into: Slit homolog 2 protein N-product; Slit homolog 2 protein C-product],SLIT2 SLIL3,Homo sapiens (Human),1529
SLPI,P03973,reviewed,SLPI_HUMAN,Antileukoproteinase (ALP) (BLPI) (HUSI-1) (Mucus proteinase inhibitor) (MPI) (Protease inhibitor WAP4) (Secretory leukocyte protease inhibitor) (Seminal proteinase inhibitor) (WAP four-disulfide core domain protein 4),SLPI WAP4 WFDC4,Homo sapiens (Human),132
SMAD2,Q15796,reviewed,SMAD2_HUMAN,Mothers against decapentaplegic homolog 2 (MAD homolog 2) (Mothers against DPP homolog 2) (JV18-1) (Mad-related protein 2) (hMAD-2) (SMAD family member 2) (SMAD 2) (Smad2) (hSMAD2),SMAD2 MADH2 MADR2,Homo sapiens (Human),467
SMARCD1,Q96GM5,reviewed,SMRD1_HUMAN,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1 (60 kDa BRG-1/Brm-associated factor subunit A) (BRG1-associated factor 60A) (BAF60A) (SWI/SNF complex 60 kDa subunit),SMARCD1 BAF60A,Homo sapiens (Human),515
SMARCD2,Q92925,reviewed,SMRD2_HUMAN,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2 (60 kDa BRG-1/Brm-associated factor subunit B) (BRG1-associated factor 60B) (BAF60B),SMARCD2 BAF60B PRO2451,Homo sapiens (Human),531
SMIM22,K7EJ46,reviewed,SIM22_HUMAN,Small integral membrane protein 22 (Cancer-associated small integral membrane open reading frame 1),SMIM22 CASIMO1,Homo sapiens (Human),83
SMURF1,Q9HCE7,reviewed,SMUF1_HUMAN,E3 ubiquitin-protein ligase SMURF1 (hSMURF1) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase SMURF1) (SMAD ubiquitination regulatory factor 1) (SMAD-specific E3 ubiquitin-protein ligase 1),SMURF1 KIAA1625,Homo sapiens (Human),757
SNRNP40,Q96DI7,reviewed,SNR40_HUMAN,U5 small nuclear ribonucleoprotein 40 kDa protein (U5 snRNP 40 kDa protein) (U5-40K) (38 kDa-splicing factor) (Prp8-binding protein) (hPRP8BP) (U5 snRNP-specific 40 kDa protein) (WD repeat-containing protein 57),SNRNP40 PRP8BP SFP38 WDR57,Homo sapiens (Human),357
SNRPA1,P09661,reviewed,RU2A_HUMAN,U2 small nuclear ribonucleoprotein A' (U2 snRNP A'),SNRPA1,Homo sapiens (Human),255
SNRPF,P62306,reviewed,RUXF_HUMAN,Small nuclear ribonucleoprotein F (snRNP-F) (Sm protein F) (Sm-F) (SmF),SNRPF PBSCF,Homo sapiens (Human),86
SNTA1,Q13424,reviewed,SNTA1_HUMAN,Alpha-1-syntrophin (59 kDa dystrophin-associated protein A1 acidic component 1) (Pro-TGF-alpha cytoplasmic domain-interacting protein 1) (TACIP1) (Syntrophin-1),SNTA1 SNT1,Homo sapiens (Human),505
SNX12,Q9UMY4,reviewed,SNX12_HUMAN,Sorting nexin-12,SNX12,Homo sapiens (Human),162
SNX17,Q15036,reviewed,SNX17_HUMAN,Sorting nexin-17,SNX17 KIAA0064,Homo sapiens (Human),470
SOD3,P08294,reviewed,SODE_HUMAN,Extracellular superoxide dismutase [Cu-Zn] (EC-SOD) (EC 1.15.1.1),SOD3,Homo sapiens (Human),240
SOGA1,O94964,reviewed,MTCL2_HUMAN,"Microtubule cross-linking factor 2 (SOGA family member 1) (Suppressor of glucose by autophagy) (Suppressor of glucose, autophagy-associated protein 1) [Cleaved into: N-terminal form; C-terminal 80 kDa form (80-kDa SOGA fragment)]",MTCL2 C20orf117 KIAA0889 SOGA SOGA1,Homo sapiens (Human),1661
SON,P18583,reviewed,SON_HUMAN,Protein SON (Bax antagonist selected in saccharomyces 1) (BASS1) (Negative regulatory element-binding protein) (NRE-binding protein) (Protein DBP-5) (SON3),SON C21orf50 DBP5 KIAA1019 NREBP HSPC310 HSPC312,Homo sapiens (Human),2426
SORBS1,Q9BX66,reviewed,SRBS1_HUMAN,Sorbin and SH3 domain-containing protein 1 (Ponsin) (SH3 domain protein 5) (SH3P12) (c-Cbl-associated protein) (CAP),SORBS1 KIAA0894 KIAA1296 SH3D5,Homo sapiens (Human),1292
SOX1,O00570,reviewed,SOX1_HUMAN,Transcription factor SOX-1,SOX1,Homo sapiens (Human),391
SOX18,P35713,reviewed,SOX18_HUMAN,Transcription factor SOX-18,SOX18,Homo sapiens (Human),384
SPACA1,Q9HBV2,reviewed,SACA1_HUMAN,Sperm acrosome membrane-associated protein 1 (Sperm acrosomal membrane-associated protein 32),SPACA1 SAMP32,Homo sapiens (Human),294
SPAG9,O60271,reviewed,JIP4_HUMAN,C-Jun-amino-terminal kinase-interacting protein 4 (JIP-4) (JNK-interacting protein 4) (Cancer/testis antigen 89) (CT89) (Human lung cancer oncogene 6 protein) (HLC-6) (JNK-associated leucine-zipper protein) (JLP) (Mitogen-activated protein kinase 8-interacting protein 4) (Proliferation-inducing protein 6) (Protein highly expressed in testis) (PHET) (Sperm surface protein) (Sperm-associated antigen 9) (Sperm-specific protein) (Sunday driver 1),SPAG9 HSS KIAA0516 MAPK8IP4 SYD1 HLC6,Homo sapiens (Human),1321
SPARC,P09486,reviewed,SPRC_HUMAN,SPARC (Basement-membrane protein 40) (BM-40) (Osteonectin) (ON) (Secreted protein acidic and rich in cysteine),SPARC ON,Homo sapiens (Human),303
SPATA21,Q7Z572,reviewed,SPT21_HUMAN,Spermatogenesis-associated protein 21,SPATA21,Homo sapiens (Human),469
SPATA5,Q8NB90,reviewed,AFG2A_HUMAN,ATPase family gene 2 protein homolog A (EC 3.6.4.10) (AFG2 AAA ATPase homolog A) (Ribosome biogenesis protein SPATA5) (Spermatogenesis-associated factor protein) (Spermatogenesis-associated protein 5),AFG2A SPAF SPATA5,Homo sapiens (Human),893
SPATA5L1,Q9BVQ7,reviewed,AFG2B_HUMAN,ATPase family gene 2 protein homolog B (EC 3.6.4.10) (AFG2 AAA ATPase homolog B) (Ribosome biogenesis protein SPATA5L1) (Spermatogenesis-associated protein 5-like protein 1),AFG2B SPATA5L1,Homo sapiens (Human),753
SPATA7,Q9P0W8,reviewed,SPAT7_HUMAN,Spermatogenesis-associated protein 7 (HSD-3.1) (Spermatogenesis-associated protein HSD3),SPATA7 HSD3,Homo sapiens (Human),599
SPECC1L,Q69YQ0,reviewed,CYTSA_HUMAN,Cytospin-A (Renal carcinoma antigen NY-REN-22) (Sperm antigen with calponin homology and coiled-coil domains 1-like) (SPECC1-like protein),SPECC1L CYTSA KIAA0376,Homo sapiens (Human),1117
SPG11,Q96JI7,reviewed,SPTCS_HUMAN,Spatacsin (Colorectal carcinoma-associated protein) (Spastic paraplegia 11 protein),SPG11 KIAA1840,Homo sapiens (Human),2443
SPG20,Q8N0X7,reviewed,SPART_HUMAN,Spartin (Spastic paraplegia 20 protein) (Trans-activated by hepatitis C virus core protein 1),SPART KIAA0610 SPG20 TAHCCP1,Homo sapiens (Human),666
SPG21,Q9NZD8,reviewed,SPG21_HUMAN,Maspardin (Acid cluster protein 33) (Spastic paraplegia 21 autosomal recessive Mast syndrome protein) (Spastic paraplegia 21 protein),SPG21 ACP33 BM-019 GL010,Homo sapiens (Human),308
SPIDR,Q14159,reviewed,SPIDR_HUMAN,DNA repair-scaffolding protein (Scaffolding protein involved in DNA repair),SPIDR KIAA0146,Homo sapiens (Human),915
SPINT1,O43278,reviewed,SPIT1_HUMAN,Kunitz-type protease inhibitor 1 (Hepatocyte growth factor activator inhibitor type 1) (HAI-1),SPINT1 HAI1 UNQ223/PRO256,Homo sapiens (Human),529
SPIRE1,Q08AE8,reviewed,SPIR1_HUMAN,Protein spire homolog 1 (Spir-1),SPIRE1 KIAA1135 SPIR1,Homo sapiens (Human),756
SPOCK1,Q08629,reviewed,TICN1_HUMAN,Testican-1 (Protein SPOCK),SPOCK1 SPOCK TIC1 TICN1,Homo sapiens (Human),439
SPP2,Q13103,reviewed,SPP24_HUMAN,Secreted phosphoprotein 24 (Spp-24) (Secreted phosphoprotein 2),SPP2 SPP24,Homo sapiens (Human),211
SPRY4,Q9C004,reviewed,SPY4_HUMAN,Protein sprouty homolog 4 (Spry-4),SPRY4,Homo sapiens (Human),299
SPTBN5,Q9NRC6,reviewed,SPTN5_HUMAN,"Spectrin beta chain, non-erythrocytic 5 (Beta-V spectrin)",SPTBN5 BSPECV HUBSPECV HUSPECV,Homo sapiens (Human),3674
SRPR,P08240,reviewed,SRPRA_HUMAN,Signal recognition particle receptor subunit alpha (SR-alpha) (Docking protein alpha) (DP-alpha),SRPRA SRPR,Homo sapiens (Human),638
SRPX2,O60687,reviewed,SRPX2_HUMAN,Sushi repeat-containing protein SRPX2 (Sushi-repeat protein upregulated in leukemia),SRPX2 SRPUL,Homo sapiens (Human),465
SSPO,A2VEC9,reviewed,SSPO_HUMAN,SCO-spondin (SCO-spondin pseudogene),SSPOP KIAA2036 SSPO,Homo sapiens (Human),5150
SSR3,Q9UNL2,reviewed,SSRG_HUMAN,Translocon-associated protein subunit gamma (TRAP-gamma) (Signal sequence receptor subunit gamma) (SSR-gamma),SSR3 TRAPG,Homo sapiens (Human),185
ST3GAL1,Q11201,reviewed,SIA4A_HUMAN,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1 (Alpha 2,3-ST 1) (Beta-galactoside alpha-2,3-sialyltransferase 1) (EC 2.4.3.4) (Gal-NAc6S) (Gal-beta-1,3-GalNAc-alpha-2,3-sialyltransferase) (Monosialoganglioside sialyltransferase) (EC 2.4.3.2) (SIATFL) (ST3Gal I) (ST3GalI) (ST3GalA.1) (ST3O) (Sialyltransferase 4A) (SIAT4-A)",ST3GAL1 SIAT4 SIAT4A,Homo sapiens (Human),340
ST6GALNAC6,Q969X2,reviewed,SIA7F_HUMAN,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6 (EC 2.4.99.-) (GalNAc alpha-2,6-sialyltransferase VI) (ST6GalNAc VI) (ST6GalNAcVI) (hST6GalNAc VI) (Sialyltransferase 7F) (SIAT7-F)",ST6GALNAC6 SIAT7F UNQ708/PRO1359,Homo sapiens (Human),333
STAG2,Q8N3U4,reviewed,STAG2_HUMAN,Cohesin subunit SA-2 (SCC3 homolog 2) (Stromal antigen 2),STAG2 SA2,Homo sapiens (Human),1231
STAG3,Q9UJ98,reviewed,STAG3_HUMAN,Cohesin subunit SA-3 (SCC3 homolog 3) (Stromal antigen 3) (Stromalin-3),STAG3,Homo sapiens (Human),1225
STARD9,Q9P2P6,reviewed,STAR9_HUMAN,StAR-related lipid transfer protein 9 (START domain-containing protein 9) (StARD9),STARD9 KIAA1300,Homo sapiens (Human),4700
STAT2,P52630,reviewed,STAT2_HUMAN,Signal transducer and activator of transcription 2 (p113),STAT2,Homo sapiens (Human),851
STAT5A,P42229,reviewed,STA5A_HUMAN,Signal transducer and activator of transcription 5A,STAT5A STAT5,Homo sapiens (Human),794
STC1,P52823,reviewed,STC1_HUMAN,Stanniocalcin-1 (STC-1),STC1 STC,Homo sapiens (Human),247
STC2,O76061,reviewed,STC2_HUMAN,Stanniocalcin-2 (STC-2) (Stanniocalcin-related protein) (STC-related protein) (STCRP),STC2,Homo sapiens (Human),302
STK11,Q15831,reviewed,STK11_HUMAN,Serine/threonine-protein kinase STK11 (EC 2.7.11.1) (Liver kinase B1) (LKB1) (hLKB1) (Renal carcinoma antigen NY-REN-19),STK11 LKB1 PJS,Homo sapiens (Human),433
STK17B,O94768,reviewed,ST17B_HUMAN,Serine/threonine-protein kinase 17B (EC 2.7.11.1) (DAP kinase-related apoptosis-inducing protein kinase 2),STK17B DRAK2,Homo sapiens (Human),372
STK38L,Q9Y2H1,reviewed,ST38L_HUMAN,Serine/threonine-protein kinase 38-like (EC 2.7.11.1) (NDR2 protein kinase) (Nuclear Dbf2-related kinase 2),STK38L KIAA0965 NDR2,Homo sapiens (Human),464
STK39,Q9UEW8,reviewed,STK39_HUMAN,STE20/SPS1-related proline-alanine-rich protein kinase (Ste-20-related kinase) (EC 2.7.11.1) (DCHT) (Serine/threonine-protein kinase 39),STK39 PASK SPAK,Homo sapiens (Human),545
STK4,Q13043,reviewed,STK4_HUMAN,Serine/threonine-protein kinase 4 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 1) (MST-1) (STE20-like kinase MST1) (Serine/threonine-protein kinase Krs-2) [Cleaved into: Serine/threonine-protein kinase 4 37kDa subunit (MST1/N); Serine/threonine-protein kinase 4 18kDa subunit (MST1/C)],STK4 KRS2 MST1,Homo sapiens (Human),487
STOML3,Q8TAV4,reviewed,STML3_HUMAN,Stomatin-like protein 3 (SLP-3),STOML3,Homo sapiens (Human),291
STRIP1,Q5VSL9,reviewed,STRP1_HUMAN,Striatin-interacting protein 1 (Protein FAM40A),STRIP1 FAM40A KIAA1761,Homo sapiens (Human),837
STX1A,Q16623,reviewed,STX1A_HUMAN,Syntaxin-1A (Neuron-specific antigen HPC-1),STX1A STX1,Homo sapiens (Human),288
STX1B,P61266,reviewed,STX1B_HUMAN,Syntaxin-1B (Syntaxin-1B1) (Syntaxin-1B2),STX1B STX1B1 STX1B2,Homo sapiens (Human),288
STXBP4,Q6ZWJ1,reviewed,STXB4_HUMAN,Syntaxin-binding protein 4 (Syntaxin 4-interacting protein) (STX4-interacting protein) (Synip),STXBP4,Homo sapiens (Human),553
SUCLA2,Q9P2R7,reviewed,SUCB1_HUMAN,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (ATP-specific succinyl-CoA synthetase subunit beta) (A-SCS) (Succinyl-CoA synthetase beta-A chain) (SCS-betaA)",SUCLA2,Homo sapiens (Human),463
SUCNR1,Q9BXA5,reviewed,SUCR1_HUMAN,Succinate receptor 1 (G-protein coupled receptor 91) (P2Y purinoceptor 1-like),SUCNR1 GPR91,Homo sapiens (Human),334
SUPT20H,Q8NEM7,reviewed,SP20H_HUMAN,Transcription factor SPT20 homolog (p38-interacting protein) (p38IP),SUPT20H C13orf19 FAM48A FP757,Homo sapiens (Human),779
SVEP1,Q4LDE5,reviewed,SVEP1_HUMAN,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (CCP module-containing protein 22) (Polydom) (Selectin-like osteoblast-derived protein) (SEL-OB) (Serologically defined breast cancer antigen NY-BR-38)",SVEP1 C9orf13 CCP22 SELOB,Homo sapiens (Human),3571
SWAP70,Q9UH65,reviewed,SWP70_HUMAN,Switch-associated protein 70 (SWAP-70),SWAP70 KIAA0640 HSPC321,Homo sapiens (Human),585
SYCP2,Q9BX26,reviewed,SYCP2_HUMAN,Synaptonemal complex protein 2 (SCP-2) (Synaptonemal complex lateral element protein) (hsSCP2),SYCP2 SCP2,Homo sapiens (Human),1530
SYN2,Q92777,reviewed,SYN2_HUMAN,Synapsin-2 (Synapsin II),SYN2,Homo sapiens (Human),582
SYNGR1,O43759,reviewed,SNG1_HUMAN,Synaptogyrin-1,SYNGR1,Homo sapiens (Human),233
SYNJ2,O15056,reviewed,SYNJ2_HUMAN,"Synaptojanin-2 (EC 3.1.3.36) (Synaptic inositol 1,4,5-trisphosphate 5-phosphatase 2)",SYNJ2 KIAA0348,Homo sapiens (Human),1496
SYNRG,Q9UMZ2,reviewed,SYNRG_HUMAN,Synergin gamma (AP1 subunit gamma-binding protein 1) (Gamma-synergin),SYNRG AP1GBP1 SYNG,Homo sapiens (Human),1314
SYT5,O00445,reviewed,SYT5_HUMAN,Synaptotagmin-5 (Synaptotagmin V) (SytV),SYT5,Homo sapiens (Human),386
SYT9,Q86SS6,reviewed,SYT9_HUMAN,Synaptotagmin-9 (Synaptotagmin IX) (SytIX),SYT9,Homo sapiens (Human),491
SYTL5,Q8TDW5,reviewed,SYTL5_HUMAN,Synaptotagmin-like protein 5,SYTL5 SLP5,Homo sapiens (Human),730
TAAR2,Q9P1P5,reviewed,TAAR2_HUMAN,Trace amine-associated receptor 2 (TaR-2) (Trace amine receptor 2) (G-protein coupled receptor 58),TAAR2 GPR58,Homo sapiens (Human),351
TACC2,O95359,reviewed,TACC2_HUMAN,Transforming acidic coiled-coil-containing protein 2 (Anti-Zuai-1) (AZU-1),TACC2,Homo sapiens (Human),2948
TAF10,Q12962,reviewed,TAF10_HUMAN,Transcription initiation factor TFIID subunit 10 (STAF28) (Transcription initiation factor TFIID 30 kDa subunit) (TAF(II)30) (TAFII-30) (TAFII30),TAF10 TAF2A TAF2H TAFII30,Homo sapiens (Human),218
TAGLN,Q01995,reviewed,TAGL_HUMAN,Transgelin (22 kDa actin-binding protein) (Protein WS3-10) (Smooth muscle protein 22-alpha) (SM22-alpha),TAGLN SM22 WS3-10,Homo sapiens (Human),201
TAOK2,Q9UL54,reviewed,TAOK2_HUMAN,Serine/threonine-protein kinase TAO2 (EC 2.7.11.1) (Kinase from chicken homolog C) (hKFC-C) (Prostate-derived sterile 20-like kinase 1) (PSK-1) (PSK1) (Prostate-derived STE20-like kinase 1) (Thousand and one amino acid protein kinase 2),TAOK2 KIAA0881 MAP3K17 PSK PSK1 UNQ2971/PRO7431,Homo sapiens (Human),1235
TARSL2,A2RTX5,reviewed,SYTC2_HUMAN,"Threonine--tRNA ligase 2, cytoplasmic (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase protein 3)",TARS3 TARSL2,Homo sapiens (Human),802
TAS2R60,P59551,reviewed,T2R60_HUMAN,Taste receptor type 2 member 60 (T2R60) (Taste receptor type 2 member 56) (T2R56),TAS2R60,Homo sapiens (Human),318
TAX1BP3,O14907,reviewed,TX1B3_HUMAN,Tax1-binding protein 3 (Glutaminase-interacting protein 3) (Tax interaction protein 1) (TIP-1) (Tax-interacting protein 1),TAX1BP3 TIP1,Homo sapiens (Human),124
TBC1D1,Q86TI0,reviewed,TBCD1_HUMAN,TBC1 domain family member 1,TBC1D1 KIAA1108,Homo sapiens (Human),1168
TBC1D15,Q8TC07,reviewed,TBC15_HUMAN,TBC1 domain family member 15 (GTPase-activating protein RAB7) (GAP for RAB7) (Rab7-GAP),TBC1D15,Homo sapiens (Human),691
TBC1D2,Q9BYX2,reviewed,TBD2A_HUMAN,TBC1 domain family member 2A (Armus) (Prostate antigen recognized and identified by SEREX 1) (PARIS-1),TBC1D2 PARIS1 PP8997 TBC1D2A,Homo sapiens (Human),928
TBC1D21,Q8IYX1,reviewed,TBC21_HUMAN,TBC1 domain family member 21 (Male germ cell Rab GTPase-activating protein),TBC1D21 MGCRABGAP,Homo sapiens (Human),336
TBC1D24,Q9ULP9,reviewed,TBC24_HUMAN,TBC1 domain family member 24,TBC1D24 KIAA1171,Homo sapiens (Human),559
TBC1D32,Q96NH3,reviewed,BROMI_HUMAN,Protein broad-minded (TBC1 domain family member 32),TBC1D32 BROMI C6orf170 C6orf171,Homo sapiens (Human),1257
TBL1XR1,Q9BZK7,reviewed,TBL1R_HUMAN,F-box-like/WD repeat-containing protein TBL1XR1 (Nuclear receptor corepressor/HDAC3 complex subunit TBLR1) (TBL1-related protein 1) (Transducin beta-like 1X-related protein 1),TBL1XR1 IRA1 TBLR1,Homo sapiens (Human),514
TCN1,P20061,reviewed,TCO1_HUMAN,Transcobalamin-1 (TC-1) (Haptocorrin) (HC) (Protein R) (Transcobalamin I) (TC I) (TCI),TCN1 TC1,Homo sapiens (Human),433
TDP2,O95551,reviewed,TYDP2_HUMAN,Tyrosyl-DNA phosphodiesterase 2 (Tyr-DNA phosphodiesterase 2) (hTDP2) (EC 3.1.4.-) (5'-tyrosyl-DNA phosphodiesterase) (5'-Tyr-DNA phosphodiesterase) (ETS1-associated protein 2) (ETS1-associated protein II) (EAPII) (TRAF and TNF receptor-associated protein) (Tyrosyl-RNA phosphodiesterase) (VPg unlinkase),TDP2 EAP2 TTRAP AD-022,Homo sapiens (Human),362
TDRD9,Q8NDG6,reviewed,TDRD9_HUMAN,ATP-dependent RNA helicase TDRD9 (EC 3.6.4.13) (Tudor domain-containing protein 9),TDRD9 C14orf75,Homo sapiens (Human),1382
TECTA,O75443,reviewed,TECTA_HUMAN,Alpha-tectorin,TECTA,Homo sapiens (Human),2155
TEKT3,Q9BXF9,reviewed,TEKT3_HUMAN,Tektin-3,TEKT3,Homo sapiens (Human),490
TELO2,Q9Y4R8,reviewed,TELO2_HUMAN,Telomere length regulation protein TEL2 homolog (Protein clk-2 homolog) (hCLK2),TELO2 KIAA0683,Homo sapiens (Human),837
TENM4,Q6N022,reviewed,TEN4_HUMAN,Teneurin-4 (Ten-4) (Protein Odd Oz/ten-m homolog 4) (Tenascin-M4) (Ten-m4) (Teneurin transmembrane protein 4),TENM4 KIAA1302 ODZ4 TNM4,Homo sapiens (Human),2769
TERF1,P54274,reviewed,TERF1_HUMAN,Telomeric repeat-binding factor 1 (NIMA-interacting protein 2) (TTAGGG repeat-binding factor 1) (Telomeric protein Pin2/TRF1),TERF1 PIN2 TRBF1 TRF TRF1,Homo sapiens (Human),439
TERF2IP,Q9NYB0,reviewed,TE2IP_HUMAN,Telomeric repeat-binding factor 2-interacting protein 1 (TERF2-interacting telomeric protein 1) (TRF2-interacting telomeric protein 1) (Dopamine receptor-interacting protein 5) (Repressor/activator protein 1 homolog) (RAP1 homolog) (hRap1),TERF2IP DRIP5 RAP1 PP8000,Homo sapiens (Human),399
TESK1,Q15569,reviewed,TESK1_HUMAN,Dual specificity testis-specific protein kinase 1 (EC 2.7.12.1) (Testicular protein kinase 1),TESK1,Homo sapiens (Human),626
TGFB2,P61812,reviewed,TGFB2_HUMAN,Transforming growth factor beta-2 proprotein (Cetermin) (Glioblastoma-derived T-cell suppressor factor) (G-TSF) [Cleaved into: Latency-associated peptide (LAP); Transforming growth factor beta-2 (TGF-beta-2)],TGFB2,Homo sapiens (Human),414
TGFBRAP1,Q8WUH2,reviewed,TGFA1_HUMAN,Transforming growth factor-beta receptor-associated protein 1 (TGF-beta receptor-associated protein 1) (TRAP-1) (TRAP1),TGFBRAP1,Homo sapiens (Human),860
TGM1,P22735,reviewed,TGM1_HUMAN,Protein-glutamine gamma-glutamyltransferase K (EC 2.3.2.13) (Epidermal TGase) (Transglutaminase K) (TG(K)) (TGK) (TGase K) (Transglutaminase-1) (TGase-1),TGM1 KTG,Homo sapiens (Human),817
THBS4,P35443,reviewed,TSP4_HUMAN,Thrombospondin-4,THBS4 TSP4,Homo sapiens (Human),961
THEMIS,Q8N1K5,reviewed,THMS1_HUMAN,Protein THEMIS (Thymocyte-expressed molecule involved in selection),THEMIS C6orf190 C6orf207,Homo sapiens (Human),641
THEMIS2,Q5TEJ8,reviewed,THMS2_HUMAN,Protein THEMIS2 (Induced by contact to basement membrane 1 protein) (Protein ICB-1) (Thymocyte-expressed molecule involved in selection protein 2),THEMIS2 C1orf38 ICB1,Homo sapiens (Human),643
THNSL2,Q86YJ6,reviewed,THNS2_HUMAN,Threonine synthase-like 2 (TSH2) (EC 4.2.3.-) (Secreted osteoclastogenic factor of activated T-cells) (SOFAT),THNSL2,Homo sapiens (Human),484
THOC2,Q8NI27,reviewed,THOC2_HUMAN,THO complex subunit 2 (Tho2) (hTREX120),THOC2 CXorf3,Homo sapiens (Human),1593
THOC7,Q6I9Y2,reviewed,THOC7_HUMAN,THO complex subunit 7 homolog (Functional spliceosome-associated protein 24) (fSAP24) (Ngg1-interacting factor 3-like protein 1-binding protein 1) (NIF3L1-binding protein 1) (hTREX30),THOC7 NIF3L1BP1,Homo sapiens (Human),204
THSD4,Q6ZMP0,reviewed,THSD4_HUMAN,Thrombospondin type-1 domain-containing protein 4 (A disintegrin and metalloproteinase with thrombospondin motifs-like protein 6) (ADAMTS-like protein 6) (ADAMTSL-6),THSD4 UNQ9334/PRO34005,Homo sapiens (Human),1018
THSD7A,Q9UPZ6,reviewed,THS7A_HUMAN,"Thrombospondin type-1 domain-containing protein 7A [Cleaved into: Thrombospondin type-1 domain-containing protein 7A, soluble form]",THSD7A KIAA0960,Homo sapiens (Human),1657
THYN1,Q9P016,reviewed,THYN1_HUMAN,Thymocyte nuclear protein 1 (Thymocyte protein Thy28),THYN1 THY28 HSPC144 MDS012 My0054,Homo sapiens (Human),225
TIAL1,Q01085,reviewed,TIAR_HUMAN,Nucleolysin TIAR (TIA-1-related protein),TIAL1,Homo sapiens (Human),375
TIAM2,Q8IVF5,reviewed,TIAM2_HUMAN,Rho guanine nucleotide exchange factor TIAM2 (SIF and TIAM1-like exchange factor) (T-lymphoma invasion and metastasis-inducing protein 2) (TIAM-2),TIAM2 KIAA2016 STEF,Homo sapiens (Human),1701
TLR2,O60603,reviewed,TLR2_HUMAN,Toll-like receptor 2 (Toll/interleukin-1 receptor-like protein 4) (CD antigen CD282),TLR2 TIL4,Homo sapiens (Human),784
TMC7,Q7Z402,reviewed,TMC7_HUMAN,Transmembrane channel-like protein 7,TMC7,Homo sapiens (Human),723
TMCO1,Q9UM00,reviewed,TMCO1_HUMAN,Calcium load-activated calcium channel (CLAC channel) (GEL complex subunit TMCO1) (Transmembrane and coiled-coil domain-containing protein 1) (Transmembrane and coiled-coil domains protein 4) (Xenogeneic cross-immune protein PCIA3),TMCO1 TMCC4 PNAS-10 PNAS-136 UNQ151/PRO177,Homo sapiens (Human),239
