Protein,Protein Description,Protein Gene,AD01_121315_D5_42 Sum Normalized Area,AD02_121676_D8_64 Sum Normalized Area,AD03_131182_E5_19 Sum Normalized Area,AD04_131136_E6_04 Sum Normalized Area,AD05_131127_E7_61 Sum Normalized Area,AD06_131086_D4_29 Sum Normalized Area,AD07_121663_D7_39 Sum Normalized Area,AD08_131027_E2_13 Sum Normalized Area,AD09_131040_E4_54 Sum Normalized Area,AD10_131282_E8_17 Sum Normalized Area,BatchQC_CP01_21 Sum Normalized Area,BatchQC_CP02_63 Sum Normalized Area,BatchQC_CP03_45 Sum Normalized Area,BatchQC_CP04_10 Sum Normalized Area,BatchRef_KP01_56 Sum Normalized Area,BatchRef_KP02_47 Sum Normalized Area,BatchRef_KP03_25 Sum Normalized Area,BatchRef_KP04_07 Sum Normalized Area,HC01_141076_A7_24 Sum Normalized Area,HC02_141337_C3_53 Sum Normalized Area,HC03_121255_D2_08 Sum Normalized Area,HC04_121321_D6_50 Sum Normalized Area,HC05_131028_E3_18 Sum Normalized Area,HC06_141346_A5_11 Sum Normalized Area,HC07_141210_C7_43 Sum Normalized Area,HC08_141198_C8_14 Sum Normalized Area,HC09_111402_D3_41 Sum Normalized Area,HC10_131248_F2_52 Sum Normalized Area,PDD01_141132_A8_46 Sum Normalized Area,PDD02_141202_B3_28 Sum Normalized Area,PDD03_815_F7_03 Sum Normalized Area,PDD04_1089_F8_60 Sum Normalized Area,PDD05_141365_A4_49 Sum Normalized Area,PDD06_131379_B5_59 Sum Normalized Area,PDD07_131387_B6_27 Sum Normalized Area,PDD08_141335_C2_38 Sum Normalized Area,PDD09_121343_C5_06 Sum Normalized Area,PDD10_PST18-0089_F6_20 Sum Normalized Area,PD-noMCI01_141226_B4_48 Sum Normalized Area,PD-noMCI02_141374_B8_40 Sum Normalized Area,PD-noMCI03_131326_C4_15 Sum Normalized Area,PD-noMCI04_141312_C6_55 Sum Normalized Area,PD-noMCI05_141366_F3_57 Sum Normalized Area,PD-noMCI06_131175_A2_12 Sum Normalized Area,PD-noMCI07_131201_A3_22 Sum Normalized Area,PD-noMCI08_141097_A6_26 Sum Normalized Area,PD-noMCI09_141127_B2_62 Sum Normalized Area,PD-noMCI10_131355_B7_05 Sum Normalized Area
sp|Q13636|RAB31_HUMAN,Ras-related protein Rab-31 OS=Homo sapiens OX=9606 GN=RAB31 PE=1 SV=1,RAB31,3.4450E+6,4.8359E+6,4.5493E+6,6.8677E+6,1.2950E+7,6.7902E+6,1.7715E+6,3.1422E+7,4.5401E+6,1.3697E+7,4.5982E+6,7.3979E+6,5.0685E+6,5.5917E+6,3.3201E+6,3.2917E+6,2.8342E+6,1.6586E+6,7.0658E+6,2.4480E+6,6.9938E+6,5.6914E+6,9.9505E+6,2.4639E+6,1.1912E+6,1.6498E+6,1.1909E+7,1.3558E+7,3.1901E+6,1.8599E+6,1.5624E+6,1.3847E+6,1.1437E+6,2.5699E+6,1.1218E+6,2.6724E+6,6.9872E+6,2.6977E+7,7.9487E+5,2.3623E+6,2.0266E+6,3.4590E+6,1.5315E+6,7.1911E+6,1.5708E+6,2.4402E+6,1.2865E+6,2.6688E+6
sp|Q14571|ITPR2_HUMAN,"Inositol 1,4,5-trisphosphate receptor type 2 OS=Homo sapiens OX=9606 GN=ITPR2 PE=1 SV=2",ITPR2,2.5517E+7,2.9921E+7,2.2897E+7,2.6784E+7,2.8162E+7,2.5824E+7,1.9206E+7,2.0753E+9,3.1810E+7,2.7290E+7,2.4438E+7,2.4538E+7,2.3296E+7,3.1134E+7,5.3015E+7,1.6617E+7,1.8465E+7,1.9565E+7,2.5234E+7,2.1126E+7,2.1397E+7,2.6555E+7,2.1874E+7,2.3513E+7,1.8286E+7,1.7346E+7,3.0574E+7,2.1426E+7,1.6754E+7,1.8108E+7,1.8792E+7,1.9444E+7,2.4650E+7,1.6029E+7,2.2154E+7,1.7737E+7,1.8506E+7,3.5588E+7,1.6859E+7,2.0728E+7,1.8696E+7,1.7611E+7,1.6597E+7,2.3550E+7,1.7567E+7,1.9475E+7,1.9597E+7,2.0817E+7
sp|Q53RD9|FBLN7_HUMAN,Fibulin-7 OS=Homo sapiens OX=9606 GN=FBLN7 PE=2 SV=1,FBLN7,3.4760E+6,5.2798E+6,1.4384E+6,4.5056E+6,5.6253E+6,5.1445E+6,1.4966E+6,2.4649E+7,1.4169E+7,6.6995E+6,4.2214E+6,7.2722E+6,5.0858E+6,3.8710E+6,2.9125E+6,2.0519E+6,1.5954E+6,1.7316E+6,1.5178E+6,7.8430E+5,4.6788E+6,6.6723E+6,3.8428E+6,3.7073E+5,1.2325E+6,1.9792E+6,8.3670E+6,5.6236E+6,1.2130E+6,1.1026E+6,7.5829E+5,8.3890E+5,1.9645E+6,1.7233E+6,1.5824E+6,1.1045E+6,4.4887E+6,1.2861E+7,1.9782E+6,2.9442E+6,1.1094E+6,2.7647E+6,1.4368E+6,2.8390E+6,8.7695E+5,1.2740E+6,8.9052E+5,1.0605E+6
sp|Q86TH1|ATL2_HUMAN,ADAMTS-like protein 2 OS=Homo sapiens OX=9606 GN=ADAMTSL2 PE=1 SV=1,ADAMTSL2,1.1790E+8,1.9017E+8,5.5314E+7,1.3622E+8,1.8061E+8,2.5192E+8,7.2952E+7,1.0820E+9,2.1012E+8,2.5001E+8,1.4149E+8,1.4685E+8,1.4426E+8,1.2927E+8,5.8767E+7,5.7487E+7,5.1149E+7,1.0346E+8,1.0816E+8,2.3856E+7,1.5149E+8,1.8383E+8,1.3818E+8,2.7329E+7,2.4377E+7,4.1000E+7,1.9332E+8,1.6311E+8,5.5790E+7,6.1805E+7,3.9389E+7,2.2175E+7,5.3823E+7,5.3379E+7,1.3451E+8,1.4514E+7,7.2736E+7,2.4895E+8,3.1536E+7,5.6002E+7,4.4366E+7,5.0604E+7,9.9132E+7,6.9706E+7,4.3160E+7,1.7619E+7,2.4553E+7,3.6474E+7
sp|Q8TAT6|NPL4_HUMAN,Nuclear protein localization protein 4 homolog OS=Homo sapiens OX=9606 GN=NPLOC4 PE=1 SV=3,NPLOC4,8.4364E+5,1.4937E+6,2.3820E+5,1.1181E+6,3.4639E+5,2.1078E+6,4.7678E+5,2.9573E+6,1.3070E+6,5.1712E+5,8.7770E+5,6.6211E+5,4.0998E+5,6.9820E+5,6.8058E+5,6.7761E+5,7.2834E+5,1.2922E+6,5.6758E+5,1.1468E+6,1.4258E+6,1.8856E+6,9.9807E+5,9.7868E+5,7.8389E+5,9.4076E+5,3.4585E+5,7.5752E+5,5.1442E+5,1.0728E+6,7.3640E+5,7.4239E+5,6.9679E+5,7.4045E+5,6.9047E+5,3.4197E+5,1.0428E+6,9.6133E+5,5.1777E+5,4.3896E+5,8.4029E+5,9.4152E+5,6.9510E+5,1.0684E+6,1.2789E+6,6.9938E+5,6.6077E+5,8.5963E+5
sp|Q8TCJ2|STT3B_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B OS=Homo sapiens OX=9606 GN=STT3B PE=1 SV=1,STT3B,8.7144E+6,9.3917E+6,7.7166E+6,8.4975E+6,7.4529E+6,6.7476E+7,8.6908E+6,1.7167E+7,7.3350E+6,6.0145E+6,1.1450E+7,9.6388E+6,6.5164E+6,7.3289E+6,8.8116E+6,8.6891E+6,7.1872E+6,8.4483E+6,8.2424E+6,9.4829E+6,6.8643E+6,5.6880E+7,7.7745E+6,7.5066E+6,9.4937E+6,6.5458E+6,8.3687E+6,1.2502E+7,8.8972E+6,7.3528E+6,8.8794E+6,8.4718E+6,9.9059E+6,7.9258E+6,1.1024E+7,7.8622E+6,9.0511E+6,4.0666E+7,8.7848E+6,1.0758E+7,8.5334E+6,9.4319E+6,1.0207E+7,9.2658E+6,9.7052E+6,9.7155E+6,1.0052E+7,1.0809E+7
sp|Q9UKN7|MYO15_HUMAN,Unconventional myosin-XV OS=Homo sapiens OX=9606 GN=MYO15A PE=1 SV=2,MYO15A,7.8030E+5,1.9464E+7,1.6930E+6,7.2305E+5,2.1931E+6,1.7584E+6,1.2481E+6,3.0763E+6,2.6099E+6,2.1608E+7,1.6236E+6,8.7764E+5,1.1698E+6,6.9566E+5,9.4662E+6,1.0039E+6,1.7092E+6,8.7290E+5,1.2892E+6,1.5818E+6,1.4134E+6,9.3258E+6,1.1528E+6,8.1284E+5,9.1398E+5,1.2925E+6,2.4175E+6,2.4387E+6,1.1803E+6,1.4050E+6,1.0785E+6,8.8478E+5,7.2408E+5,9.7270E+5,8.1006E+5,7.3776E+5,1.8863E+6,5.3064E+6,6.4415E+5,9.4872E+5,1.1972E+6,1.0157E+6,1.1448E+6,6.8223E+5,2.3350E+6,9.9375E+5,9.5394E+5,6.9455E+5
sp|O14980|XPO1_HUMAN,Exportin-1 OS=Homo sapiens OX=9606 GN=XPO1 PE=1 SV=1,XPO1,4.6235E+6,5.3069E+6,2.9465E+6,5.4963E+6,2.9853E+6,1.3214E+7,2.6263E+6,1.0933E+7,9.1469E+6,7.0659E+6,4.2042E+6,3.9984E+6,3.9956E+6,2.9724E+6,3.5399E+6,3.1696E+6,2.6450E+6,2.7593E+6,3.2469E+6,2.2547E+6,3.9514E+6,5.8462E+6,2.7384E+6,2.5068E+6,2.8960E+6,2.9023E+6,6.9033E+6,3.4688E+6,2.3130E+6,3.2384E+6,2.7674E+6,2.1254E+6,2.7042E+6,2.5221E+6,2.0229E+6,2.3591E+6,3.0355E+6,3.8425E+6,3.0927E+6,2.5689E+6,3.1425E+6,2.7743E+6,3.6809E+6,4.2856E+6,2.9638E+6,2.1735E+6,2.2938E+6,2.7274E+6
sp|O15357|SHIP2_HUMAN,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 OS=Homo sapiens OX=9606 GN=INPPL1 PE=1 SV=2",INPPL1,3.2654E+6,3.9194E+6,2.2722E+6,2.2021E+6,2.4758E+6,3.8411E+6,1.7378E+6,2.1667E+7,4.6429E+6,3.3502E+6,2.4925E+6,2.1867E+6,1.0827E+6,1.9824E+6,2.0593E+6,1.6554E+6,1.6253E+6,6.4269E+5,3.1438E+6,1.6707E+6,2.2834E+6,4.8111E+6,1.4992E+6,2.0618E+6,1.1833E+6,1.3307E+6,2.7141E+6,1.6429E+6,1.1352E+6,1.4652E+6,2.5817E+6,1.1201E+6,1.4041E+6,1.3939E+6,1.7751E+6,1.7527E+6,1.3724E+6,1.0718E+7,1.8781E+6,1.2980E+6,2.6357E+6,1.7290E+6,1.6456E+6,8.6876E+5,1.3334E+6,1.9702E+6,1.6870E+6,1.5559E+6
sp|P02675|FIBB_HUMAN,Fibrinogen beta chain OS=Homo sapiens OX=9606 GN=FGB PE=1 SV=2,FGB,4.5874E+10,6.9647E+10,3.0642E+10,5.9170E+10,1.2603E+11,1.1356E+11,5.2691E+10,3.5240E+11,2.0745E+11,8.3905E+10,4.8206E+10,4.7777E+10,4.7678E+10,3.7862E+10,3.7635E+10,3.3582E+10,3.1414E+10,2.0954E+10,6.6049E+10,2.2329E+10,6.8371E+10,9.1051E+10,5.3220E+10,1.8492E+10,2.0759E+10,2.5661E+10,1.0310E+11,9.0636E+10,2.7527E+10,4.1419E+10,2.5270E+10,1.1264E+10,3.7738E+10,3.0293E+10,4.6638E+10,2.0775E+10,4.6175E+10,2.0076E+11,2.2648E+10,3.3506E+10,2.0261E+10,2.5538E+10,4.6862E+10,4.2425E+10,3.3365E+10,1.6416E+10,1.3383E+10,1.8616E+10
sp|P04179|SODM_HUMAN,"Superoxide dismutase [Mn], mitochondrial OS=Homo sapiens OX=9606 GN=SOD2 PE=1 SV=3",SOD2,8.1285E+7,8.0851E+7,7.6383E+7,6.6964E+7,6.4872E+7,7.9658E+7,7.1698E+7,5.9711E+7,1.0472E+8,7.4883E+7,9.4202E+7,9.9094E+7,9.7535E+7,1.0063E+8,8.1099E+7,8.5161E+7,7.8628E+7,7.9969E+7,8.4040E+7,8.1991E+7,7.2521E+7,8.5589E+7,6.6076E+7,9.7584E+7,7.7879E+7,7.9339E+7,6.7331E+7,6.3218E+7,8.0923E+7,9.0318E+7,7.2927E+7,8.5864E+7,5.6677E+7,7.9072E+7,1.0272E+8,8.5532E+7,7.1050E+7,5.2109E+7,6.3189E+7,9.0930E+7,7.8960E+7,9.3321E+7,8.2023E+7,8.0807E+7,7.7627E+7,9.7959E+7,1.1073E+8,8.2709E+7
sp|P08238|HS90B_HUMAN,Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4,HSP90AB1,6.6071E+8,7.7523E+8,5.3942E+8,7.0422E+8,7.0851E+8,1.1862E+9,6.5986E+8,2.2930E+9,1.3797E+9,7.8764E+8,1.1436E+9,1.2428E+9,1.1399E+9,1.1360E+9,5.3956E+8,5.5238E+8,5.1777E+8,6.0905E+8,7.3944E+8,5.5454E+8,6.9452E+8,8.1143E+8,6.6026E+8,4.7883E+8,5.2102E+8,5.6652E+8,9.6732E+8,1.0160E+9,4.5851E+8,5.2978E+8,4.9281E+8,3.9684E+8,6.1498E+8,5.1062E+8,7.1167E+8,4.8319E+8,6.8823E+8,1.1884E+9,4.9013E+8,5.1254E+8,4.9536E+8,4.8137E+8,5.2987E+8,6.4938E+8,5.6028E+8,5.0117E+8,5.2404E+8,5.7533E+8
sp|P14314|GLU2B_HUMAN,Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH PE=1 SV=2,PRKCSH,6.2890E+7,6.7557E+7,3.3962E+7,7.3800E+7,7.4017E+7,1.2332E+8,3.4069E+7,3.9054E+8,1.9754E+8,1.0160E+8,6.5766E+7,7.1207E+7,5.8669E+7,6.5735E+7,3.3370E+7,3.1646E+7,3.2218E+7,3.4336E+7,6.1292E+7,2.5480E+7,8.3844E+7,1.0635E+8,6.1346E+7,2.0914E+7,2.3956E+7,2.2254E+7,1.2618E+8,6.6394E+7,2.6377E+7,3.5826E+7,2.0940E+7,1.9872E+7,3.8785E+7,3.4925E+7,5.1856E+7,2.0118E+7,4.4675E+7,1.4475E+8,2.2542E+7,3.8762E+7,3.2658E+7,2.6963E+7,3.7522E+7,5.0993E+7,3.1127E+7,1.4247E+7,1.8517E+7,2.6973E+7
sp|P16157|ANK1_HUMAN,Ankyrin-1 OS=Homo sapiens OX=9606 GN=ANK1 PE=1 SV=3,ANK1,2.5881E+8,2.5848E+8,1.1046E+8,1.7000E+8,2.7521E+8,5.8569E+8,6.6568E+7,1.5109E+9,1.1339E+9,2.4471E+8,2.8443E+8,4.4773E+8,2.2160E+8,1.3076E+8,1.7170E+8,1.0776E+8,9.8175E+7,6.9559E+7,9.3442E+7,5.2917E+7,1.7851E+8,3.4781E+8,2.3504E+8,6.6804E+7,4.7820E+7,6.4808E+7,6.1903E+8,3.7317E+8,3.1935E+7,1.0327E+8,4.5965E+7,3.2210E+7,1.5692E+8,9.3225E+7,2.1540E+8,6.5059E+7,1.7226E+8,4.6989E+8,5.9064E+7,8.4152E+7,7.1165E+7,9.2398E+7,1.0942E+8,1.7382E+8,1.4164E+8,2.9831E+7,5.8381E+7,7.6731E+7
sp|P22307|SCP2_HUMAN,Sterol carrier protein 2 OS=Homo sapiens OX=9606 GN=SCP2 PE=1 SV=2,SCP2,1.8932E+6,3.2156E+6,2.0343E+6,1.5970E+6,6.6424E+5,2.5172E+6,4.6078E+5,1.0866E+7,4.2574E+6,1.8649E+6,1.4722E+6,8.8852E+5,1.1251E+6,1.4657E+6,1.3007E+6,9.4902E+5,8.2387E+5,1.4152E+6,1.1408E+6,4.1497E+5,1.2490E+6,1.1566E+6,1.4113E+6,7.7402E+5,1.8682E+6,1.7946E+6,1.5027E+6,1.1040E+6,3.2168E+5,1.4664E+6,1.3434E+6,7.6004E+5,1.8100E+6,7.1153E+5,1.1421E+6,1.2133E+6,1.7272E+6,2.5485E+6,8.9993E+5,1.1707E+6,1.2391E+6,1.2331E+5,1.1170E+6,9.9848E+5,1.6490E+6,6.9049E+5,8.6510E+5,1.1732E+6
sp|P46977|STT3A_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Homo sapiens OX=9606 GN=STT3A PE=1 SV=2,STT3A,1.0162E+8,7.9902E+7,2.2421E+7,6.2487E+7,7.9564E+7,2.0844E+8,4.8412E+7,3.3751E+8,2.3371E+8,7.5912E+7,7.9106E+7,8.4920E+7,6.6831E+7,1.1965E+7,3.2756E+7,4.3627E+7,3.3723E+7,2.7879E+7,4.3265E+7,2.9979E+7,7.1355E+7,1.0364E+8,4.4791E+7,2.7883E+7,2.2142E+7,2.4000E+7,9.4703E+7,7.8423E+7,2.9633E+7,2.6837E+7,2.2125E+7,2.6747E+7,1.8535E+7,4.0895E+7,5.0444E+7,2.2068E+7,4.1106E+7,1.4374E+8,3.1028E+7,2.6089E+7,3.1222E+7,3.3802E+7,3.6510E+7,6.7344E+7,4.3233E+7,2.2796E+7,3.5720E+7,3.2913E+7
sp|P54727|RD23B_HUMAN,UV excision repair protein RAD23 homolog B OS=Homo sapiens OX=9606 GN=RAD23B PE=1 SV=1,RAD23B,1.0785E+7,1.4578E+7,1.0927E+7,7.2841E+6,1.3184E+7,1.1943E+7,8.9118E+6,1.5346E+7,8.9509E+6,7.5300E+6,5.8162E+6,4.7161E+6,4.3135E+6,4.0275E+6,1.0736E+7,1.1830E+7,1.0379E+7,1.1686E+7,8.3748E+6,8.1682E+6,9.6340E+6,1.0267E+7,1.2157E+7,8.3661E+6,1.0907E+7,1.2563E+7,1.6111E+7,8.6617E+6,7.9309E+6,1.4485E+7,1.0307E+7,1.0914E+7,9.5997E+6,1.1596E+7,7.4178E+6,1.0844E+7,1.3244E+7,1.3097E+7,9.7309E+6,1.1940E+7,1.4215E+7,1.0288E+7,1.2280E+7,1.2850E+7,1.1420E+7,1.2812E+7,1.3029E+7,9.3157E+6
sp|P61328|FGF12_HUMAN,Fibroblast growth factor 12 OS=Homo sapiens OX=9606 GN=FGF12 PE=1 SV=1,FGF12,3.9403E+7,2.9836E+7,8.3333E+7,7.8568E+6,7.9184E+6,5.6979E+7,1.0898E+7,1.4297E+8,1.4170E+8,4.0523E+6,1.0174E+7,1.4213E+8,1.2073E+7,1.4086E+7,8.0812E+6,7.2927E+6,1.2849E+7,2.0223E+7,7.9262E+6,2.9131E+6,5.0415E+7,6.5138E+8,3.3206E+8,1.6169E+6,8.6590E+6,4.3742E+7,6.6114E+8,3.0142E+5,2.7068E+7,1.6652E+7,6.7281E+5,7.2411E+5,1.3240E+8,5.7438E+5,7.4503E+6,7.7004E+4,2.9677E+7,6.0965E+8,3.6774E+6,6.3446E+6,7.0776E+6,8.1011E+6,9.4170E+6,1.8692E+8,1.4515E+7,2.0822E+6,1.5904E+8,2.3352E+6
sp|Q06187|BTK_HUMAN,Tyrosine-protein kinase BTK OS=Homo sapiens OX=9606 GN=BTK PE=1 SV=3,BTK,2.2052E+7,2.4901E+7,1.8819E+7,1.9992E+7,3.3868E+7,6.5130E+7,2.2640E+7,1.1023E+8,3.8206E+7,2.0714E+7,1.7420E+7,1.5822E+7,3.2500E+7,1.5465E+7,2.0297E+7,2.3260E+7,1.8530E+7,2.2536E+7,3.3358E+7,1.7465E+7,4.2666E+7,2.8072E+7,2.5383E+7,1.8377E+7,2.1266E+7,2.0374E+7,3.2096E+7,2.5628E+7,1.8145E+7,2.4470E+7,1.8567E+7,2.3170E+7,1.6187E+7,2.4488E+7,3.6515E+7,1.8352E+7,3.3631E+7,5.1311E+7,2.0429E+7,2.6820E+7,2.2148E+7,2.2926E+7,2.4260E+7,3.7948E+7,1.9709E+7,1.9987E+7,1.8468E+7,2.0852E+7
sp|Q06210|GFPT1_HUMAN / sp|O94808|GFPT2_HUMAN,"Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens OX=9606 GN=GFPT1 PE=1 SV=3
Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2 OS=Homo sapiens OX=9606 GN=GFPT2 PE=1 SV=3",GFPT1 / GFPT2,1.2600E+5,2.7220E+5,3.3320E+5,3.8526E+5,5.8244E+5,4.9749E+5,3.3928E+5,2.8224E+6,1.4132E+6,3.4164E+5,4.9338E+5,1.8451E+5,6.1910E+5,5.6304E+5,2.5856E+5,1.3976E+5,3.1064E+5,4.2891E+5,6.4834E+5,1.7395E+5,1.3591E+6,8.7615E+5,8.5291E+5,5.3315E+5,1.2545E+5,4.1675E+5,3.0896E+5,2.0647E+5,2.9489E+5,1.9868E+5,4.9876E+5,2.0310E+5,1.5017E+5,5.1926E+5,4.6681E+5,1.4433E+5,5.6998E+5,6.2216E+5,2.1582E+5,3.0937E+5,3.9241E+5,2.2036E+5,7.0181E+4,4.8515E+5,3.3829E+5,2.1941E+5,2.5345E+5,4.2413E+5
sp|Q12913|PTPRJ_HUMAN,Receptor-type tyrosine-protein phosphatase eta OS=Homo sapiens OX=9606 GN=PTPRJ PE=1 SV=3,PTPRJ,4.1052E+7,4.3693E+7,3.1657E+7,3.8092E+7,4.0629E+7,4.1697E+7,3.3857E+7,1.5134E+8,3.0304E+7,5.3073E+7,4.3894E+7,4.4394E+7,4.7160E+7,4.3567E+7,3.0905E+7,3.1035E+7,2.9783E+7,3.4516E+7,4.0876E+7,2.8567E+7,4.8400E+7,3.7501E+7,3.4798E+7,3.1325E+7,2.9411E+7,2.7135E+7,6.2445E+7,4.8857E+7,2.3350E+7,3.0866E+7,2.8831E+7,2.3689E+7,3.6797E+7,2.4012E+7,3.6522E+7,2.5592E+7,3.2841E+7,6.5710E+7,3.1860E+7,3.4096E+7,2.8692E+7,3.0716E+7,3.1646E+7,3.8584E+7,3.2132E+7,3.0021E+7,3.1621E+7,3.4067E+7
sp|Q14764|MVP_HUMAN,Major vault protein OS=Homo sapiens OX=9606 GN=MVP PE=1 SV=4,MVP,4.7590E+6,4.5227E+6,4.7530E+6,3.9602E+6,3.7108E+6,2.4090E+6,4.0893E+6,8.6044E+6,4.6434E+6,5.0603E+6,5.5751E+6,4.4663E+6,3.8816E+6,4.8928E+6,3.0127E+6,3.6987E+6,3.7862E+6,3.0468E+6,3.5984E+6,3.3789E+6,2.9178E+6,5.2265E+6,3.8086E+6,5.5743E+6,4.9000E+6,5.5181E+6,4.4084E+6,4.4071E+6,3.9002E+6,4.1734E+6,2.2147E+6,3.6983E+6,3.1577E+6,3.0475E+6,4.5522E+6,3.5775E+6,4.1171E+6,5.0234E+6,4.7745E+6,5.5920E+6,2.4076E+6,2.6782E+6,1.4501E+6,2.9431E+6,3.9748E+6,3.1505E+6,3.6917E+6,4.3941E+6
sp|Q5T0N5|FBP1L_HUMAN,Formin-binding protein 1-like OS=Homo sapiens OX=9606 GN=FNBP1L PE=1 SV=3,FNBP1L,3.9916E+6,3.0673E+6,2.3799E+6,2.0884E+6,4.7468E+6,3.3428E+6,2.3788E+6,1.0845E+7,5.6649E+6,2.9827E+6,8.0440E+6,7.0961E+6,6.9319E+6,8.3404E+6,1.7302E+6,1.5265E+6,1.7193E+6,2.1085E+6,3.2922E+6,1.0986E+6,4.0459E+6,8.6282E+6,2.3144E+6,1.5481E+6,1.6349E+6,1.8916E+6,5.6130E+6,4.0259E+6,1.4014E+6,2.7979E+6,1.6567E+6,7.1852E+5,2.0442E+6,1.7185E+6,1.9346E+6,1.0803E+6,2.3211E+6,7.2380E+6,2.2806E+6,1.6249E+6,2.3396E+6,2.4032E+6,2.5795E+6,2.5286E+6,2.7294E+6,8.2092E+5,1.1855E+6,1.6038E+6
sp|Q5VY43|PEAR1_HUMAN,Platelet endothelial aggregation receptor 1 OS=Homo sapiens OX=9606 GN=PEAR1 PE=1 SV=1,PEAR1,5.3869E+5,1.4214E+3,2.0647E+5,6.8266E+5,5.2030E+4,1.1753E+6,3.4055E+5,4.6164E+5,6.4587E+5,5.7463E+5,2.2907E+5,1.5668E+5,2.7552E+5,4.7825E+5,3.7104E+4,1.8033E+5,1.8691E+5,4.9943E+5,1.7710E+5,2.1287E+5,3.4771E+5,1.1595E+5,3.8373E+5,4.7038E+5,4.6619E+5,2.7001E+5,1.4628E+5,3.7173E+5,1.8202E+5,2.3497E+5,3.1400E+5,6.1926E+5,2.8263E+5,3.7357E+5,4.6583E+5,1.8751E+5,4.9989E+5,5.3065E+5,4.0415E+5,2.1304E+5,1.7875E+5,2.3883E+5,1.8776E+5,3.5850E+5,3.0416E+5,4.0385E+5,3.1576E+5,3.5775E+5
sp|Q8TC12|RDH11_HUMAN,Retinol dehydrogenase 11 OS=Homo sapiens OX=9606 GN=RDH11 PE=1 SV=2,RDH11,7.6823E+6,7.2258E+6,7.0446E+6,6.4469E+6,7.2366E+6,6.3842E+6,7.6070E+6,9.8282E+6,6.1561E+6,8.0069E+6,8.3863E+6,9.7999E+6,5.9092E+6,7.0200E+6,8.8759E+6,7.5201E+6,6.3243E+6,6.1233E+6,6.8729E+6,7.2595E+6,5.8854E+6,7.3770E+6,5.5216E+6,7.9943E+6,7.0027E+6,6.9858E+6,9.2449E+6,5.2749E+6,6.9736E+6,7.4199E+6,6.1358E+6,8.0618E+6,7.4173E+6,6.2887E+6,7.9591E+6,5.7111E+6,6.0616E+6,4.9818E+6,7.9483E+6,8.9127E+6,6.2094E+6,6.6269E+6,6.1898E+6,6.6634E+6,7.2500E+6,7.5605E+6,8.3946E+6,7.7580E+6
sp|Q8TEA8|DTD1_HUMAN,D-aminoacyl-tRNA deacylase 1 OS=Homo sapiens OX=9606 GN=DTD1 PE=1 SV=2,DTD1,2.2098E+6,4.4717E+6,2.4079E+6,2.6596E+6,3.7618E+6,2.1575E+6,2.1665E+6,3.8148E+6,3.2743E+6,1.5832E+6,8.6170E+5,1.3678E+6,7.9836E+5,5.8005E+5,1.8259E+6,2.0698E+6,2.0121E+6,2.0292E+6,1.6169E+6,1.7260E+6,1.5170E+6,2.3454E+6,2.1324E+6,1.4884E+6,1.6133E+6,2.0298E+6,4.8900E+5,2.7699E+6,2.0882E+6,2.3171E+6,1.9901E+6,2.9151E+6,1.3462E+6,2.0129E+6,1.4545E+6,1.9761E+6,1.9541E+6,1.7411E+6,1.5974E+6,1.6087E+6,2.2522E+6,1.2768E+6,2.3589E+6,2.4190E+6,1.5666E+6,1.7719E+6,1.9709E+6,1.5219E+6
sp|Q96HN2|SAHH3_HUMAN,Adenosylhomocysteinase 3 OS=Homo sapiens OX=9606 GN=AHCYL2 PE=1 SV=1,AHCYL2,6.7056E+7,3.6774E+7,3.5051E+7,4.7318E+7,5.7996E+7,9.2964E+7,4.1976E+7,1.7567E+8,1.2916E+8,6.1869E+7,4.3736E+7,4.4046E+7,5.3874E+7,4.6452E+7,3.3654E+7,3.3671E+7,4.1001E+7,2.6875E+7,5.0603E+7,3.8000E+7,4.0688E+7,4.9404E+7,4.0348E+7,4.1920E+7,3.5114E+7,3.2533E+7,7.1559E+7,5.1117E+7,3.5070E+7,4.3216E+7,3.4279E+7,3.6801E+7,3.1559E+7,3.3968E+7,4.5336E+7,3.5192E+7,3.4220E+7,5.9657E+7,3.3947E+7,3.4583E+7,2.4443E+7,3.1272E+7,4.3726E+7,3.5547E+7,3.1189E+7,3.3124E+7,3.9598E+7,2.9465E+7
